,image_name,text_default,text_psm7
25898,01849.jpg,บ่อนั้า,บ่อนั้า
25899,01849.jpg,นั้น,นั้น
25900,01850.jpg,_,_
25901,01850.jpg,_,9
25902,01850.jpg,_,”ฆ้
25903,01850.jpg,_,%
25904,01850.jpg,%,%
25905,01850.jpg,_,_
25906,01850.jpg,ซู,%”
25907,01850.jpg,_,_
25908,01850.jpg,_,_
25909,01850.jpg,_,_
25910,01850.jpg,_,_
25911,01850.jpg,_,_
25912,01850.jpg,_,_
25913,01850.jpg,_,_
25914,01851.jpg,ต่อมา,ต่อมา
25915,01851.jpg,ช่วง,ช่วง
25916,01851.jpg,_,หนึ่ง
25917,01851.jpg,_,_
25918,01851.jpg,ทม,ทม
25919,01851.jpg,นั้น,นั้น
25920,01851.jpg,ขาด,ขาด
25921,01851.jpg,คน,คน
25922,01851.jpg,สัญจร,สัญจร
25923,01851.jpg,ไป,ไป
25924,01851.jpg,มา,มา
25925,01851.jpg,ติดต่อ,ติดต่อ
25926,01851.jpg,_,กัน
25927,01851.jpg,ถึง,ถึง
25928,01852.jpg,_,_
25929,01852.jpg,_,๒๓
25930,01852.jpg,_,_
25931,01852.jpg,_,วัน
25932,01852.jpg,_,_
25933,01852.jpg,สัตว์,สัตว์
25934,01852.jpg,ต่าง,ต่าง
25935,01852.jpg,_,_
25936,01852.jpg,_,ๆ
25937,01852.jpg,_,_
25938,01852.jpg,รวม,รวม
25939,01852.jpg,ทั้ง,ทั้ง
25940,01852.jpg,_,ฝุ่งสิง
25941,01852.jpg,ไม,ไม
25942,01853.jpg,_,ได้
25943,01853.jpg,_,ดื่ม
25944,01853.jpg,_,นั้า
25945,01853.jpg,_,_
25946,01853.jpg,_,มี
25947,01853.jpg,_,ลิง
25948,01853.jpg,_,ตัว
25949,01853.jpg,_,หนึ่ง
25950,01853.jpg,กระทาย,กระทาย
25951,01853.jpg,_,นั้ง
25952,01853.jpg,มาก,มาก
25953,01853.jpg,_,เดิบ
25954,01853.jpg,วนเวียน,วนเวียน
25955,01853.jpg,รอบ,รอบ
25956,01854.jpg,บ่อ,บ่อ
25957,01854.jpg,น้้า,น้้า
25958,01854.jpg,นั้น,นั้น
25959,01854.jpg,อยู่,อยู่
25960,01854.jpg,_,_
25961,01854.jpg,_,วัน
25962,01854.jpg,_,นั้น
25963,01854.jpg,พระโพธิสัตว์,พระโพธิสัตว์
25964,01854.jpg,เดินทาง,เดินทาง
25965,01854.jpg,ผ่าน,ผ่าน
25966,01854.jpg,_,ไป
25967,01854.jpg,ทาง,ทาง
25968,01854.jpg,นั้น,นั้น
25969,01854.jpg,พอดี,พอดี
25970,01855.jpg,_,_
25971,01855.jpg,ตัก,ตัก
25972,01855.jpg,น้า,น้า
25973,01855.jpg,_,ใน
25974,01855.jpg,_,บ่อ
25975,01855.jpg,เท,เท
25976,01855.jpg,_,ใส่
25977,01855.jpg,ราง,ราง
25978,01855.jpg,_,ให้
25979,01855.jpg,มัน,มัน
25980,01855.jpg,_,ดื่มกิน
25981,01855.jpg,_,_
25982,01855.jpg,เสร็จ,เสร็จ
25983,01855.jpg,แล้ว,แล้ว
25984,01856.jpg,คิด,คิด
25985,01856.jpg,_,_
25986,01856.jpg,เอนหลัง,เอนหลัง
25987,01856.jpg,นอน,นอน
25988,01856.jpg,พัก,พัก
25989,01856.jpg,_,เหนื่อย
25990,01856.jpg,_,ใต้
25991,01856.jpg,ต้นไม่,ต้นไม้
25992,01856.jpg,_,สัตีบ
25993,01856.jpg,_,หนึ่ง
25994,01856.jpg,ก่อน,ก่อน
25995,01856.jpg,เดินทาง,เดินทาง
25996,01856.jpg,ต่อไป,ต่อไป
25997,01856.jpg,_,_
25998,01857.jpg,ส่วน,ส่วน
25999,01857.jpg,ลิง,ลิง
26000,01857.jpg,นั้น,นั้น
26001,01857.jpg,ดื่ม,ดื่ม
26002,01857.jpg,น้้า,น้้า
26003,01857.jpg,แล้ว,แล้ว
26004,01857.jpg,_,ก็
26005,01857.jpg,_,ไม่
26006,01857.jpg,_,หนี
26007,01857.jpg,_,ไป
26008,01857.jpg,ไหน,ไหน
26009,01857.jpg,_,ได้
26010,01857.jpg,นั่ง,นั่ง
26011,01857.jpg,ทํา,ทํา
26012,01858.jpg,_,หน้า
26013,01858.jpg,ลอก,ลอก
26014,01858.jpg,แล่กหลอก,แล่กหลอก
26015,01858.jpg,พระโพธิสัตว์,พระโพธิสัตว์
26016,01858.jpg,อยู่,อยู่
26017,01858.jpg,ใหล้,ใหล้
26018,01858.jpg,_,_
26019,01858.jpg,_,ๆ
26020,01858.jpg,_,_
26021,01858.jpg,นั่น,นั่น
26022,01858.jpg,เอง,เอง
26023,01858.jpg,_,_
26024,01858.jpg,พระโหธิสัตว์,พระโหธิสัตว์
26025,01858.jpg,_,เห็น
26026,01859.jpg,กริยา,กริยา
26027,01859.jpg,ของ,ของ
26028,01859.jpg,มัน,มัน
26029,01859.jpg,แล้ว,แล้ว
26030,01859.jpg,จึง,จึง
26031,01859.jpg,เว,เว
26032,01859.jpg,ตวาด,ตวาด
26033,01859.jpg,_,ว่า
26034,01859.jpg,_,_
26035,01859.jpg,_,_
26036,01859.jpg,อ้าย,อ้าย
26037,01859.jpg,วาย,วาย
26038,01859.jpg,ร้าย,ร้าย
26039,01859.jpg,_,_
26040,01860.jpg,_,ลิง
26041,01860.jpg,อัปรีย์,อัปรีย์
26042,01860.jpg,_,_
26043,01860.jpg,_,ข้า
26044,01860.jpg,_,ได้
26045,01860.jpg,_,ให้
26046,01860.jpg,เจ้า,เจ้า
26047,01860.jpg,_,ดื่ม
26048,01860.jpg,ห้้ง,นั้ง
26049,01860.jpg,รอด,รอด
26050,01860.jpg,ตาย,ตาย
26051,01860.jpg,แล้ว,แล้ว
26052,01860.jpg,_,_
26053,01860.jpg,ยัง,ยัง
26054,01861.jpg,จะ,จะ
26055,01861.jpg,มา,มา
26056,01861.jpg,_,ทํา
26057,01861.jpg,_,หน้า
26058,01861.jpg,ล่อก,ล่อก
26059,01861.jpg,แล้ก,แล้ก
26060,01861.jpg,หลอก,หลอก
26061,01861.jpg,_,ข้า
26062,01861.jpg,อีก,อีก
26063,01861.jpg,นํา,นํา
26064,01861.jpg,อนาถใจ,อนาถใจ
26065,01861.jpg,_,แท้
26066,01861.jpg,_,_
26067,01861.jpg,_,ข้า
26068,01862.jpg,ช่วยเหลือ,ช่วยเหลือ
26069,01862.jpg,สัตว์,สัตว์
26070,01862.jpg,ขั๋ว,ขั๋ว
26071,01862.jpg,_,_
26072,01862.jpg,_,ๆ
26073,01862.jpg,_,_
26074,01862.jpg,ไม่,ไม่
26075,01862.jpg,_,มี
26076,01862.jpg,ประโยชน์,ประโยชน์
26077,01862.jpg,_,เลย
26078,01862.jpg,_,_
26079,01862.jpg,_,ลิง
26080,01862.jpg,_,ได้
26081,01862.jpg,หัง,หัง
26082,01863.jpg,คํา,คํา
26083,01863.jpg,นั้น,นั้น
26084,01863.jpg,แล้ว,แล้ว
26085,01863.jpg,พุด,พุด
26086,01863.jpg,ตอบ,ตอบ
26087,01863.jpg,ว่า,ว่า
26088,01863.jpg,_,_
26089,01863.jpg,_,หด
26090,01863.jpg,ทาน,ทาน
26091,01863.jpg,เข้าใจ,เข้าใจ
26092,01863.jpg,วา,วา
26093,01863.jpg,_,จะ
26094,01863.jpg,_,มี
26095,01863.jpg,เพียง,เพียง
26096,01864.jpg,แค่,แค่
26097,01864.jpg,_,นี
26098,01864.jpg,หรือ,หรือ
26099,01864.jpg,_,_
26100,01864.jpg,เรา,เรา
26101,01864.jpg,จะ,จะ
26102,01864.jpg,ถ่าย,ถ่าย
26103,01864.jpg,อุจจาระ,อุจจาระ
26104,01864.jpg,รค,รค
26105,01864.jpg,หัว,หัว
26106,01864.jpg,ท่าน,ท่าน
26107,01864.jpg,อีก,อีก
26108,01864.jpg,ด้วย,ด้วย
26109,01864.jpg,นะ,นะ
26110,01865.jpg,_,เซ
26111,01865.jpg,แล้ว,แล้ว
26112,01865.jpg,กล่าว,กล่าว
26113,01865.jpg,เป็น,เป็น
26114,01865.jpg,คาถา,คาถา
26115,01865.jpg,_,ว่า
26116,01865.jpg,_,_
26117,01865.jpg,_,_
26118,01865.jpg,ท่าน,ท่าน
26119,01865.jpg,เคย,เคย
26120,01865.jpg,ได้ยิน,ได้ยิน
26121,01865.jpg,_,หรือ
26122,01865.jpg,เคย,เคย
26123,01865.jpg,_,_
26124,01866.jpg,_,_
26125,01866.jpg,เห็น,เห็น
26126,01866.jpg,มา,มา
26127,01866.jpg,ข้าง,ข้าง
26128,01866.jpg,ใหม,ใหม
26129,01866.jpg,_,ว่า
26130,01866.jpg,_,_
26131,01866.jpg,ลิง,ลิง
26132,01866.jpg,ตัว,ตัว
26133,01866.jpg,_,ใหน
26134,01866.jpg,_,ทื๋
26135,01866.jpg,จื่อ,จื่อ
26136,01866.jpg,_,ว่า
26137,01866.jpg,_,เป็น
26138,01867.jpg,สัตว์,สัตว์
26139,01867.jpg,_,มี
26140,01867.jpg,_,_
26141,01867.jpg,_,_
26142,01867.jpg,เรา,เรา
26143,01867.jpg,จะ,จะ
26144,01867.jpg,ถ่าย,ถ่าย
26145,01867.jpg,อุจจาระ,อุจจาระ
26146,01867.jpg,รด,รด
26147,01867.jpg,_,หัว
26148,01867.jpg,ท่าน,ท่าน
26149,01867.jpg,เดี๋ยวนี้,เดี๋ยวนี้
26150,01867.jpg,_,แล้ว
26151,01867.jpg,จึง,จึง
26152,01868.jpg,จจะ,จจะ
26153,01868.jpg,_,ไป
26154,01868.jpg,_,_
26155,01868.jpg,_,นึ๋
26156,01868.jpg,เป็น,เป็น
26157,01868.jpg,ธรรมดา,ธรรมดา
26158,01868.jpg,ของ,ของ
26159,01868.jpg,หวก,หวก
26160,01868.jpg,เรา,เรา
26161,01868.jpg,_,จจงต
26162,01868.jpg,_,@
26163,01868.jpg,พระโพสิสัตว์,พระโพสิสัตว์
26164,01868.jpg,_,ได้
26165,01868.jpg,ทหัง,ทหัง
26166,01869.jpg,เช่น,เช่น
26167,01869.jpg,นั้น,นั้น
26168,01869.jpg,จึง,จึง
26169,01869.jpg,เตรียม,เตรียม
26170,01869.jpg,จะ,จะ
26171,01869.jpg,ลุก,ลุก
26172,01869.jpg,ขึ้น,ขึ้น
26173,01869.jpg,_,_
26174,01869.jpg,ทันใด,ทันใด
26175,01869.jpg,_,นั้น
26176,01869.jpg,เอง,เอง
26177,01869.jpg,_,ลิง
26178,01869.jpg,กระโดด,กระโดด
26179,01869.jpg,จับ,จับ
26180,01870.jpg,4ด,4ด
26181,01870.jpg,จ,จ
26182,01870.jpg,_,ญิก
26183,01870.jpg,_,4
26184,01870.jpg,_,งลว
26185,01870.jpg,รด,รด
26186,01870.jpg,เล็ยล,เล็ยล
26187,01870.jpg,_,ฯ
26188,01870.jpg,_,จ
26189,01870.jpg,_,_
26190,01870.jpg,_,_
26191,01870.jpg,_,_
26192,01870.jpg,_,_
26193,01870.jpg,_,_
26194,01871.jpg,อาบน้้า,อาบน้า
26195,01871.jpg,จําระ,จําระ
26196,01871.jpg,ร่างกาย,ร่างกาย
26197,01871.jpg,แล้ว,แล้ว
26198,01871.jpg,จึง,จึง
26199,01871.jpg,เดิน,เดิน
26200,01871.jpg,ถลับ,ถลับ
26201,01871.jpg,ข้าน,ข้าน
26202,01871.jpg,ป,ป
26203,01871.jpg,_,_
26204,01871.jpg,_,_
26205,01871.jpg,_,_
26206,01871.jpg,_,_
26207,01871.jpg,_,_
26208,01872.jpg,อยาง,อยาง
26209,01872.jpg,คน,คน
26210,01872.jpg,หัว,หัว
26211,01872.jpg,_,ใน
26212,01872.jpg,_,สมัย
26213,01872.jpg,_,หนึ่ง
26214,01872.jpg,_,_
26215,01872.jpg,พระพุทธเจ้า,พระพุทธเจ้า
26216,01872.jpg,ประทับ,ประทับ
26217,01872.jpg,อยู,อยู
26218,01872.jpg,วัด,วัด
26219,01872.jpg,เชตวัน,เชตวัน
26220,01872.jpg,_,_
26221,01872.jpg,เมือง,เมือง
26222,01873.jpg,สาวัตถี,สาวัตถี
26223,01873.jpg,_,_
26224,01873.jpg,ทรง,ทรง
26225,01873.jpg,ปรารภ,ปรารภ
26226,01873.jpg,เสียง,เสียง
26227,01873.jpg,แสดง,แสดง
26228,01873.jpg,ความ,ความ
26229,01873.jpg,แร้นแค้น,แร้นแค้น
26230,01873.jpg,อัน,อัน
26231,01873.jpg,_,นํา
26232,01873.jpg,สฟึง,สฟึง
26233,01873.jpg,กลัว,กลัว
26234,01873.jpg,_,ที่
26235,01873.jpg,พระเจ้า,พระเจ้า
26236,01874.jpg,_,โกศล
26237,01874.jpg,_,ได้
26238,01874.jpg,สคับ,สคับ
26239,01874.jpg,_,ไน
26240,01874.jpg,เวลา,เวลา
26241,01874.jpg,เที่ยง,เที่ยง
26242,01874.jpg,คืน,คืน
26243,01874.jpg,_,_
26244,01874.jpg,ได้,ได้
26245,01874.jpg,ครัส,ครัส
26246,01874.jpg,_,อดีต
26247,01874.jpg,นิทาน,นิทาน
26248,01874.jpg,มา,มา
26249,01874.jpg,สาธก,สาธก
26250,01875.jpg,_,_
26251,01875.jpg,ว่า,ว่า
26252,01875.jpg,_,_
26253,01875.jpg,กาลครั้งหนึ่งนานมาแล้ว,กาลครั้งหนึ่งนานมาแล้ว
26254,01875.jpg,_,_
26255,01875.jpg,_,พระโพสิสัตว์
26256,01875.jpg,เกิด,เกิด
26257,01875.jpg,เบ็น,เบ็น
26258,01875.jpg,_,ฤษี
26259,01875.jpg,บําเพ็ญ,บําเพ็ญ
26260,01875.jpg,พรด,พรด
26261,01875.jpg,อยู่,อยู่
26262,01875.jpg,ใน,ใน
26263,01875.jpg,_,_
26264,01876.jpg,บํา,บํา
26265,01876.jpg,หิมพานต์,หิมพานต์
26266,01876.jpg,_,_
26267,01876.jpg,ต่อมา,ต่อมา
26268,01876.jpg,_,ปื
26269,01876.jpg,หนึ่ง,หนึ่ง
26270,01876.jpg,_,ได้
26271,01876.jpg,เข้า,เข้า
26272,01876.jpg,_,ไป
26273,01876.jpg,ฬานัก,ฬานัก
26274,01876.jpg,_,อยู
26275,01876.jpg,_,ใน
26276,01876.jpg,สวนหลวง,สวนหลวง
26277,01876.jpg,ของ,ของ
26278,01877.jpg,พระเจ้ว,พระเจ้ว
26279,01877.jpg,พรหมทัด,พรหมทัด
26280,01877.jpg,_,_
26281,01877.jpg,_,ผุ้
26282,01877.jpg,ปกครอง,ปกครอง
26283,01877.jpg,เมือง,เมือง
26284,01877.jpg,หาราณสี,หาราณสี
26285,01877.jpg,_,_
26286,01877.jpg,โดย,โดย
26287,01877.jpg,_,ที่
26288,01877.jpg,พระราชา,พระราชา
26289,01877.jpg,_,ไม
26290,01877.jpg,ทรง,ทรง
26291,01877.jpg,ทราบ,ทราบ
26292,01878.jpg,_,ใต้
26293,01878.jpg,_,_
26294,01878.jpg,_,ใน
26295,01878.jpg,คืน,คืน
26296,01878.jpg,_,หนึ่ง
26297,01878.jpg,_,_
26298,01878.jpg,_,เวลร
26299,01878.jpg,เที่ยง,เที่ยง
26300,01878.jpg,_,คืน
26301,01878.jpg,ยณะ,ยณะ
26302,01878.jpg,_,ที่
26303,01878.jpg,พระราชา,พระราชา
26304,01878.jpg,ถําลัง,ถําลัง
26305,01878.jpg,บรรทม,บรรทม
26306,01879.jpg,_,ส
26307,01879.jpg,นั้น,นั้น
26308,01879.jpg,_,ได้
26309,01879.jpg,_,สดับ
26310,01879.jpg,เสียง,เสียง
26311,01879.jpg,_,_
26312,01879.jpg,_,8
26313,01879.jpg,_,_
26314,01879.jpg,เสียง,เสียง
26315,01879.jpg,_,ติดต่อ
26316,01879.jpg,กัน,กัน
26317,01879.jpg,_,ไม่
26318,01879.jpg,ขาด,ขาด
26319,01879.jpg,สาย,สาย
26320,01880.jpg,_,_
26321,01880.jpg,คือ,คือ
26322,01880.jpg,_,_
26323,01880.jpg,_,1
26324,01880.jpg,_,_
26325,01880.jpg,เสียง,เสียง
26326,01880.jpg,นกกระยาง,นกกระยาง
26327,01880.jpg,ตัว,ตัว
26328,01880.jpg,_,หนึ่ง
26329,01880.jpg,_,ใน
26330,01880.jpg,สวนหลวง,สวนหลวง
26331,01880.jpg,ร้อง,ร้อง
26332,01880.jpg,_,_
26333,01880.jpg,_,2
26334,01881.jpg,_,@
26335,01881.jpg,_,แม่
26336,01881.jpg,ถา,ถา
26337,01881.jpg,อาศัย,อาศัย
26338,01881.jpg,อยู่,อยู่
26339,01881.jpg,ซม,ที่
26340,01881.jpg,เสร,เสร
26341,01881.jpg,ระเบียด,ระเบียด
26342,01881.jpg,โรง,โรง
26343,01881.jpg,ข่าง,ข้าง
26344,01881.jpg,ร้อง,ร้อง
26345,01881.jpg,_,เร
26346,01881.jpg,_,3
26347,01881.jpg,_,_
26348,01882.jpg,แมลงภู่,แมลงภู่
26349,01882.jpg,_,ที่
26350,01882.jpg,ขอห้า,ขอห้า
26351,01882.jpg,เรือนหลวง,เรือนหลวง
26352,01882.jpg,ร้อง,ร้อง
26353,01882.jpg,_,_
26354,01882.jpg,_,4
26355,01882.jpg,_,_
26356,01882.jpg,นกดุเหว่า,นกดุเหว่า
26357,01882.jpg,ซม,ที่
26358,01882.jpg,เลี้ยง,เลี้ยง
26359,01882.jpg,ไว,ไว
26360,01882.jpg,ไน,ไน
26361,01882.jpg,เรือนหลวง,เรือนหลวง
26362,01883.jpg,ร้อง,ร้อง
26363,01883.jpg,_,_
26364,01883.jpg,_,5
26365,01883.jpg,_,_
26366,01883.jpg,_,เนื้อ
26367,01883.jpg,ซม,ที่
26368,01883.jpg,อึ้เลี้ยง,เลี้ยง
26369,01883.jpg,_,ไว้
26370,01883.jpg,ใบ,ใบ
26371,01883.jpg,เรือนหลวง,เรือนหลวง
26372,01883.jpg,ร้อง,ร้อง
26373,01883.jpg,_,_
26374,01883.jpg,_,6
26375,01883.jpg,_,_
26376,01884.jpg,ลถิง,ลถิง
26377,01884.jpg,_,ที
26378,01884.jpg,เลี้ยง,เลี้ยง
26379,01884.jpg,_,ไว้
26380,01884.jpg,ใน,ใน
26381,01884.jpg,เรือนหลวง,เรือนหลวง
26382,01884.jpg,รอง,ร้อง
26383,01884.jpg,_,_
26384,01884.jpg,_,7
26385,01884.jpg,_,_
26386,01884.jpg,กินนร,กินนร
26387,01884.jpg,_,_
26388,01884.jpg,_,_
26389,01884.jpg,อมนุษย์,อมนุษย์
26390,01885.jpg,ใน,ใน
26391,01885.jpg,เทพนิยาย,เทพนิยาย
26392,01885.jpg,ท่อน,ท่อน
26393,01885.jpg,บน,บน
26394,01885.jpg,เป็น,เป็น
26395,01885.jpg,มนุษย์,มนุษย์
26396,01885.jpg,_,_
26397,01885.jpg,ท่อน,ท่อน
26398,01885.jpg,ล่าง,ล่าง
26399,01885.jpg,เป็น,เป็น
26400,01885.jpg,นก,นก
26401,01885.jpg,_,_
26402,01885.jpg,_,_
26403,01885.jpg,ร้อง,ร้อง
26404,01886.jpg,_,_
26405,01886.jpg,_,8
26406,01886.jpg,_,_
26407,01886.jpg,พระบัจเจกพุทธเจ้า,พระบัจเจกพุทธเจ้า
26408,01886.jpg,_,ได้
26409,01886.jpg,เปลง,เปลง
26410,01886.jpg,_,เสียง
26411,01886.jpg,ถุทาน,ถุทาน
26412,01886.jpg,ขึ้น,ขึ้น
26413,01886.jpg,_,_
26414,01886.jpg,พระองค์,พระองค์
26415,01886.jpg,เมื่อ,เมื่อ
26416,01886.jpg,_,สดับ
26417,01886.jpg,เสียง,เสียง
26418,01887.jpg,เหล่า,เหล่า
26419,01887.jpg,_,นี้
26420,01887.jpg,แล้ว,แล้ว
26421,01887.jpg,_,ตก
26422,01887.jpg,พระทัย,พระทัย
26423,01887.jpg,สะดุ้ง,สะดุ้ง
26424,01887.jpg,กลัว,กลัว
26425,01887.jpg,_,_
26426,01887.jpg,ใน,ใน
26427,01887.jpg,วันรุ่งขึ้น:,วันรุ่งขึ้น:
26428,01887.jpg,จึง,จึง
26429,01887.jpg,รับสั่ง,รับสั่ง
26430,01887.jpg,_,ให้
26431,01887.jpg,พราหมณ์,พราหมณ์
26432,01888.jpg,โหรหลวง,โหรหลวง
26433,01888.jpg,เข้าเฝ้า,เข้าเฝ้า
26434,01888.jpg,สอบถาม,สอบถาม
26435,01888.jpg,_,ถึง
26436,01888.jpg,เภทภัย,เภทภัย
26437,01888.jpg,พวก,พวก
26438,01888.jpg,โหรหลวง,โหรหลวง
26439,01888.jpg,_,อุ
26440,01888.jpg,_,ฤกษ์
26441,01888.jpg,แล้ว,แล้ว
26442,01888.jpg,ถวาย,ถวาย
26443,01888.jpg,บังคม,บังคม
26444,01888.jpg,_,ว่า
26445,01888.jpg,_,_
26446,01889.jpg,_,จจวย
26447,01889.jpg,อันตราย,อันตราย
26448,01889.jpg,จัก,จัก
26449,01889.jpg,_,มี
26450,01889.jpg,แก่,แก่
26451,01889.jpg,พระองค์,พระองค์
26452,01889.jpg,พระ,พระ
26453,01889.jpg,เจ้าขํา,เจ้าข้า
26454,01889.jpg,_,188
26455,01889.jpg,_,_
26456,01889.jpg,แล้ว,แล้ว
26457,01889.jpg,แนะนํา,แนะนํา
26458,01889.jpg,_,ให้
26459,01889.jpg,ทําการ,ทําการ
26460,01890.jpg,บูชายัญ,บูชายัญ
26461,01890.jpg,สัตว์,สัตว์
26462,01890.jpg,อย่าง,อย่าง
26463,01890.jpg,ละ,ละ
26464,01890.jpg,_,_
26465,01890.jpg,_,4
26466,01890.jpg,_,_
26467,01890.jpg,ตัว,ตัว
26468,01890.jpg,หระราชา,หระราชา
26469,01890.jpg,ทรง,ทรง
26470,01890.jpg,อนุญาต,อนุญาต
26471,01890.jpg,_,ให้
26472,01890.jpg,_,_
26473,01890.jpg,_,_
26474,01891.jpg,นั้น,นั้น
26475,01891.jpg,_,_
26476,01891.jpg,สมัย,สมัย
26477,01891.jpg,นั้น,นั้น
26478,01891.jpg,_,_
26479,01891.jpg,_,มี
26480,01891.jpg,ขาย,ขาย
26481,01891.jpg,หนุม,หนุม
26482,01891.jpg,ลุกศิษย์,ลุกศิษย์
26483,01891.jpg,ของ,ของ
26484,01891.jpg,หัวหน้า,หัวหน้า
26485,01891.jpg,พราหมณ์,พราหมณ์
26486,01891.jpg,บุชาธัญ,บุชาธัญ
26487,01891.jpg,_,คน
26488,01892.jpg,_,หนึ่ง
26489,01892.jpg,เป็น,เป็น
26490,01892.jpg,_,ฉู้
26491,01892.jpg,_,มี
26492,01892.jpg,บัญญา,บัญญา
26493,01892.jpg,ฉลาด,ฉลาด
26494,01892.jpg,เฉลียว,เฉลียว
26495,01892.jpg,_,_
26496,01892.jpg,จึง,จึง
26497,01892.jpg,_,เข้า
26498,01892.jpg,_,ไป
26499,01892.jpg,หา,หา
26500,01892.jpg,อาจารย์,อาจารย์
26501,01892.jpg,พร้อม,พร้อม
26502,01893.jpg,อ้อน,อ้อน
26503,01893.jpg,วอน,วอน
26504,01893.jpg,วา,วา
26505,01893.jpg,_,_
26506,01893.jpg,_,_
26507,01893.jpg,อาจารย์,อาจารย์
26508,01893.jpg,_,_
26509,01893.jpg,การ,การ
26510,01893.jpg,บุชายัญ,บุชายัญ
26511,01893.jpg,ด้วย,ด้วย
26512,01893.jpg,สัตว์,สัตว์
26513,01893.jpg,_,_
26514,01893.jpg,ขอ,ขอ
26515,01893.jpg,ท่าน,ท่าน
26516,01894.jpg,_,_
26517,01894.jpg,ท่าน,ท่าน
26518,01894.jpg,อาจารย์,อาจารย์
26519,01894.jpg,_,จ
26520,01894.jpg,_,_
26521,01894.jpg,อาจารย์,อาจารย์
26522,01894.jpg,ตอบ,ตอบ
26523,01894.jpg,_,ว
26524,01894.jpg,_,_
26525,01894.jpg,_,ลด
26526,01894.jpg,_,_
26527,01894.jpg,_,_
26528,01894.jpg,_,_
26529,01894.jpg,_,_
26530,01895.jpg,เจ้า,เจ้า
26531,01895.jpg,ขาง,ขาง
26532,01895.jpg,ไม,ไม
26533,01895.jpg,_,รุ
26534,01895.jpg,อะไร,อะไร
26535,01895.jpg,เสีย,เสีย
26536,01895.jpg,เลย,เลย
26537,01895.jpg,_,_
26538,01895.jpg,_,ถ้า
26539,01895.jpg,เร,เร
26540,01895.jpg,ใน,ใน
26541,01895.jpg,ทําการ,ทําการ
26542,01895.jpg,_,เบ
26543,01895.jpg,แล้ว,แล้ว
26544,01896.jpg,เรา,เรา
26545,01896.jpg,จะ,จะ
26546,01896.jpg,_,มื
26547,01896.jpg,อาหาร,อาหาร
26548,01896.jpg,_,ที่
26549,01896.jpg,_,ดี
26550,01896.jpg,_,_
26551,01896.jpg,_,ๆ
26552,01896.jpg,_,_
26553,01896.jpg,งรับประทาน,งรับประทาน
26554,01896.jpg,_,ได้
26555,01896.jpg,อย่างไร,อย่างไร
26556,01896.jpg,_,_
26557,01896.jpg,_,_
26558,01897.jpg,ขาย,ขาย
26559,01897.jpg,หนุ่ม,หนุ่ม
26560,01897.jpg,_,_
26561,01897.jpg,_,ลย
26562,01897.jpg,อาจารย์,อาจารย์
26563,01897.jpg,_,_
26564,01897.jpg,ขอ,ขอ
26565,01897.jpg,ท่าน,ท่าน
26566,01897.jpg,อย่า,อย่า
26567,01897.jpg,เห็น,เห็น
26568,01897.jpg,_,แก่
26569,01897.jpg,ปาก,ปาก
26570,01897.jpg,แก,แก
26571,01897.jpg,_,ท้อง
26572,01898.jpg,เลย,เลย
26573,01898.jpg,นน,นน
26574,01898.jpg,_,_
26575,01898.jpg,_,_
26576,01898.jpg,หวก,หวก
26577,01898.jpg,พราหมณ์,พราหมณ์
26578,01898.jpg,_,ได้
26579,01898.jpg,_,พัง
26580,01898.jpg,เจน,เจน
26581,01898.jpg,หั้น,หั้น
26582,01898.jpg,_,_
26583,01898.jpg,_,_
26584,01898.jpg,_,_
26585,01898.jpg,_,_
26586,01899.jpg,แล้ว,แล้ว
26587,01899.jpg,_,ก็
26588,01899.jpg,โกรธหา,โกรธหา
26589,01899.jpg,ว่า,ว่า
26590,01899.jpg,_,เขา
26591,01899.jpg,ขัดลาภ,ขัดลาภ
26592,01899.jpg,_,_
26593,01899.jpg,ขาย,ขาย
26594,01899.jpg,_,หนุ่ม
26595,01899.jpg,กลัว,กลัว
26596,01899.jpg,_,มื
26597,01899.jpg,อันตราย,อันตราย
26598,01899.jpg,แก,แก
26599,01899.jpg,ตนเอง,ตนเอง
26600,01900.jpg,_,จึง
26601,01900.jpg,ขอ,ขอ
26602,01900.jpg,ตัว,ตัว
26603,01900.jpg,เข้า,เข้า
26604,01900.jpg,เมือง,เมือง
26605,01900.jpg,_,ไป
26606,01900.jpg,แสวงหา,แสวงหา
26607,01900.jpg,บนักบวช,บนักบวช
26608,01900.jpg,เพื่อ,เพื่อ
26609,01900.jpg,จะ,จะ
26610,01900.jpg,_,ให้
26611,01900.jpg,_,ไป
26612,01900.jpg,_,ห้าม
26613,01900.jpg,พระราชา,พระราชา
26614,01901.jpg,_,ไม่
26615,01901.jpg,_,ให้
26616,01901.jpg,กระทํา,กระทํา
26617,01901.jpg,การ,การ
26618,01901.jpg,บุขายัญ,บุขายัญ
26619,01901.jpg,_,_
26620,01901.jpg,_,ใต้
26621,01901.jpg,แวะ,แวะ
26622,01901.jpg,เข้า,เข้า
26623,01901.jpg,_,ไป
26624,01901.jpg,หา,หา
26625,01901.jpg,ๆชี,ๆชี
26626,01901.jpg,_,_
26627,01901.jpg,_,ใน
26628,01902.jpg,สวนหลวง,สวนหลวง
26629,01902.jpg,นั้น,นั้น
26630,01902.jpg,_,_
26631,01902.jpg,ด้วย,ด้วย
26632,01902.jpg,มั่นใจ,มั่นใจ
26633,01902.jpg,วา,วา
